,literal,grade,stroke_counts,freq,jlpt,ja_ons,ja_kuns,meanings,example
2315,卑,8.0,9,2003,1.0,['ヒ'],"['いや.しい', 'いや.しむ', 'いや.しめる']","['lowly', 'base', 'vile', 'vulgar', 'despise']",敗北や失敗は人間を非常に卑屈にする。
2316,否,6.0,7,561,2.0,['ヒ'],"['いな', 'いや']","['negate', 'no', 'noes', 'refuse', 'decline', 'deny']",彼の答は「否」であった。
2317,妃,8.0,6,1752,1.0,['ヒ'],['きさき'],"['queen', 'princess']",宮殿には国王と王妃が住んでいる。
2318,庇,9.0,7,0,,['ヒ'],"['ひさし', 'おお.う', 'かば.う']","['protect', 'shield', 'defend', 'eaves', 'canopy', 'penthouse', 'visor']",何だ、貴様は。庇い立てする気か。
2319,彼,8.0,8,648,2.0,['ヒ'],"['かれ', 'かの', 'か.の']","['he', 'that', 'the']",
2320,悲,3.0,12,1014,2.0,['ヒ'],"['かな.しい', 'かな.しむ']","['grieve', 'sad', 'deplore', 'regret']",ジェーンのお別れの挨拶を聞いて、私達はとても悲しくなりました。
2321,扉,8.0,12,1866,1.0,['ヒ'],['とびら'],"['front door', 'title page', 'front page']",その扉は今開いている。
2322,批,6.0,7,568,2.0,['ヒ'],[],"['criticism', 'strike']",偉大な批評家と詩人が一緒に旅行している。
2323,披,8.0,8,1438,1.0,['ヒ'],[],"['expose', 'open']",彼は自分の腕前を披露した。
2324,斐,9.0,12,2103,1.0,"['ヒ', 'イ']",[],"['beautiful', 'patterned']",私には生き甲斐がない。
2325,比,5.0,4,329,2.0,['ヒ'],['くら.べる'],"['compare', 'race', 'ratio', 'Philippines']",日本の貿易依存度はＧＮＰ比としては必ずしもそう高くない。
2326,泌,8.0,8,2112,1.0,"['ヒツ', 'ヒ']",[],"['ooze', 'flow', 'soak in', 'penetrate', 'secrete']",女性ホルモン分泌の乱れが不妊症の大きな原因です。
2327,疲,8.0,10,1263,2.0,['ヒ'],"['つか.れる', '-づか.れ', 'つか.らす']","['exhausted', 'tire', 'weary']",人は疲れている時の方が間違いを犯しやすい。
2328,皮,3.0,5,1092,2.0,['ヒ'],['かわ'],"['pelt', 'skin', 'hide', 'leather', 'skin radical (no. 107)']",動物の皮は毛でおおわれている。
2329,碑,8.0,14,1792,1.0,['ヒ'],['いしぶみ'],"['tombstone', 'monument']",その高潔な愛国者に敬意を表して、巨大な記念碑が建てられた。
2330,秘,6.0,10,862,1.0,['ヒ'],"['ひ.める', 'ひそ.か', 'かく.す']","['secret', 'conceal']",報道機関は現職議員についてはいつもマル秘情報をつかんでいます。
2331,緋,9.0,14,2443,1.0,['ヒ'],"['あけ', 'あか']","['scarlet', 'cardinal']",
2332,罷,8.0,15,2104,1.0,['ヒ'],"['まか.り-', 'や.める']","['quit', 'stop', 'leave', 'withdraw', 'go']",このスキャンダルで一部の高官が罷免される可能性がある。
2333,肥,5.0,8,1469,1.0,['ヒ'],"['こ.える', 'こえ', 'こ.やす', 'こ.やし', 'ふと.る']","['fertilizer', 'get fat', 'fertile', 'manure', 'pamper']",もしも無欲に、求めることなく尽くす時、銘々の生活に美しい実を結ぶ肥となり、周りの人々をも感化するのです。
2334,被,8.0,10,431,2.0,['ヒ'],"['こうむ.る', 'おお.う', 'かぶ.る', 'かぶ.せる']","['incur', 'cover', 'veil', 'brood over', 'shelter', 'wear', 'put on', 'be exposed (film)', 'receiving']",神は創造者です。天も地も人も、神以外は全て被造物です。
2335,誹,,15,0,,"['ヒ', 'ハイ']",['そし.る'],"['ridicule', 'slander']",※基本的な禁止事項（誹謗・中傷の禁止等）は「はじめにお読み下さい」に記載してあります。必ずお読みください。
2336,費,5.0,12,321,2.0,['ヒ'],"['つい.やす', 'つい.える']","['expense', 'cost', 'spend', 'consume', 'waste']",売上高広告費比率は業種によって大きく異なる。
2337,避,8.0,16,756,1.0,['ヒ'],"['さ.ける', 'よ.ける']","['evade', 'avoid', 'avert', 'ward off', 'shirk', 'shun']",大地震の発生から、応急対策の収束までの避難の流れです。
2338,非,5.0,8,472,2.0,['ヒ'],['あら.ず'],"['un-', 'mistake', 'negative', 'injustice', 'non-']",彼はどうしても非を認めようとしない。
2339,飛,4.0,9,580,2.0,['ヒ'],"['と.ぶ', 'と.ばす', '-と.ばす']","['fly', 'skip (pages)', 'scatter']",すごい飛距離ですね。
2340,樋,9.0,14,1814,,['トウ'],"['ひ', 'とい']","['water pipe', 'gutter', 'downspout', 'conduit']",ほら、健一、そこの雨樋伝っておいでよ。引っ張ってあげるから。
2341,簸,,19,0,,['ハ'],['ひ.る'],"['winnow', 'fan']",
2342,備,5.0,12,356,2.0,['ビ'],"['そな.える', 'そな.わる', 'つぶさ.に']","['equip', 'provision', 'preparation']",彼は旅行の準備に忙しかった。
2343,尾,8.0,7,875,1.0,['ビ'],['お'],"['tail', 'end', 'counter for fish', 'lower slope of mountain']",赤ん坊は猫の尾でおもしろく遊んでた。
2344,微,8.0,13,1108,1.0,['ビ'],['かす.か'],"['delicate', 'minuteness', 'insignificance']",日本文化の文脈の中では当然と思われる微笑みも、外国人の間では、不気味な笑いとして多くの混乱を生み、また悪評が高い。
2345,枇,9.0,8,0,,"['ビ', 'ヒ']",[],"['loquat', 'spoon']",
2346,毘,9.0,9,0,,"['ヒ', 'ビ']",['たす.ける'],"['help', 'assist']",
2347,琵,9.0,12,1965,,"['ビ', 'ヒ']",[],"['glissando on strings', 'lute']",琵琶湖が見えてきた。
2348,眉,8.0,9,2177,1.0,"['ビ', 'ミ']",['まゆ'],['eyebrow'],彼は驚いて眉をつりあげた。
2349,美,3.0,9,462,2.0,"['ビ', 'ミ']",['うつく.しい'],"['beauty', 'beautiful']",彼女は美を見る目がある。
2350,鼻,3.0,14,1632,2.0,['ビ'],['はな'],"['nose', 'snout']",市役所はもう目と鼻の先だ。
2351,柊,9.0,9,0,1.0,"['シュ', 'シュウ']",['ひいらぎ'],['holly'],
2352,稗,,14,0,,"['ハイ', 'ヒ']",['ひえ'],"['humble', 'deccan grass']",
2353,匹,8.0,4,1384,2.0,['ヒツ'],['ひき'],"['equal', 'head', 'counter for small animals', 'roll of cloth']",私は猫を十三匹飼っている。
2354,疋,9.0,5,0,,"['ヒキ', 'ショ', 'ソ', 'ヒツ']",['あし'],"['head', 'counter for animals']",沢山居った兄弟が一疋も見えぬ。
2355,髭,,16,0,,['シ'],"['ひげ', 'くちひげ']","['beard', 'mustache']",中尉は顔をさし出して丹念に髭を剃った。
2356,彦,9.0,9,1117,1.0,['ゲン'],['ひこ'],"['lad', 'boy (ancient)']",邦彦は最初の一発で的を撃ち当てた。
2357,膝,8.0,15,2320,,['シツ'],['ひざ'],"['knee', 'lap']",膝が痛い
2358,菱,9.0,11,1229,,['リョウ'],['ひし'],"['diamond (shape)', 'water chestnut', 'rhombus']",三菱銀行は東京銀行を吸収合併した。
2359,肘,8.0,7,0,,['チュウ'],['ひじ'],"['elbow', 'arm']",彼は肘で私の脇腹をつついた。
2360,弼,,12,0,,['ヒツ'],"['たす.ける', 'ゆだめ']",['help'],
2361,必,4.0,5,265,2.0,['ヒツ'],['かなら.ず'],"['invariably', 'certain', 'inevitable']",今や別の規則を加える必要がある。
2362,畢,9.0,11,0,,['ヒツ'],"['おわ.る', 'あみ', 'おわ.り', 'ことごとく']","['the end', 'finish']",
2363,筆,3.0,12,1132,2.0,['ヒツ'],['ふで'],"['writing brush', 'writing', 'painting brush', 'handwriting']",仕上げの筆を少し加える。
2364,逼,,12,0,,"['フク', 'ヒツ', 'ヒョク', 'ヒキ']","['せま.る', 'むかばき']","['urge', 'force', 'imminent', 'spur on']",国家財政は厳しく逼迫している。
2365,桧,9.0,10,2056,,['カイ'],"['ひのき', 'ひ']",['Japanese cypress'],
2366,姫,8.0,10,1566,1.0,['キ'],"['ひめ', 'ひめ-']",['princess'],姫は目を閉じて、横たわっておられた。
2367,媛,4.0,12,1735,1.0,['エン'],['ひめ'],"['beautiful woman', 'princess']",愛媛県松山市に生れる。
2368,紐,9.0,10,0,,"['チュウ', 'ジュウ']",['ひも'],"['string', 'cord', 'braid', 'lace', 'tape', 'strap', 'ribbon']",私は靴の紐をほどいた。
2369,百,1.0,6,163,4.0,"['ヒャク', 'ビャク']",['もも'],['hundred'],千に百を加えると千百になる。
2370,謬,,18,0,,"['ビュウ', 'ビョウ', 'ミュウ']",['あやま.る'],['mistake'],
2371,俵,6.0,10,1481,1.0,['ヒョウ'],['たわら'],"['bag', 'bale', 'sack', 'counter for bags']",土俵の砂にまみれさせられた。
2372,彪,9.0,11,2397,1.0,"['ヒョウ', 'ヒュウ']",['あや'],"['spotted', 'mottled', 'patterned', 'small tiger']",
2373,標,4.0,15,686,2.0,['ヒョウ'],"['しるべ', 'しるし']","['signpost', 'seal', 'mark', 'stamp', 'imprint', 'symbol', 'emblem', 'trademark', 'evidence', 'souvenir', 'target']",彼女の成功は彼女を嫉妬の標的にした。
2374,氷,3.0,5,1450,2.0,['ヒョウ'],"['こおり', 'ひ', 'こお.る']","['icicle', 'ice', 'hail', 'freeze', 'congeal']",氷の温度は何度ですか。
2375,漂,8.0,14,1492,1.0,['ヒョウ'],['ただよ.う'],"['drift', 'float (on liquid)']",喜びの波は解き放たれた私の心を漂う。
2376,瓢,9.0,17,0,,['ヒョウ'],"['ひさご', 'ふくべ']",['gourd'],瓢箪から駒って言うのかな、知人の紹介で就職決まっちゃったんだよ。
2377,票,4.0,11,489,1.0,['ヒョウ'],[],"['ballot', 'label', 'ticket', 'sign']",議案は１０票の小差で通過した。
2378,表,3.0,8,77,2.0,['ヒョウ'],"['おもて', '-おもて', 'あらわ.す', 'あらわ.れる', 'あら.わす']","['surface', 'table', 'chart', 'diagram']",表に出ようか。
2379,評,5.0,12,454,2.0,['ヒョウ'],[],"['evaluate', 'criticism', 'comment']",書道家の中で、彼とその弟が現代で双璧と評されている。
2380,豹,9.0,10,0,,"['ヒョウ', 'ホウ']",[],"['leopard', 'panther']",豹はその斑点を変えることはできない。
2381,廟,9.0,15,2101,,"['ビョウ', 'ミョウ']","['たまや', 'みたまや', 'やしろ']","['mausoleum', 'shrine', 'palace']",
2382,描,8.0,11,876,1.0,['ビョウ'],"['えが.く', 'か.く']","['sketch', 'compose', 'write', 'draw', 'paint']",６００００キリリクイラスト：キリ番を踏んだBeikyuさんのサイト「小さなカエデの木のそばで」のイメージイラストを描いてほしいというリクエストを頂きました。
2383,病,3.0,10,384,3.0,"['ビョウ', 'ヘイ']","['や.む', '-や.み', 'やまい']","['ill', 'sick']",塩分を減らした結果、血圧が下がって、心臓病の心配が前ほどなくなった。
2384,秒,3.0,9,1015,2.0,['ビョウ'],[],['second (1/60 minute)'],私の時計は月に３０秒進む。
2385,苗,8.0,8,1713,1.0,"['ビョウ', 'ミョウ']","['なえ', 'なわ-']","['seedling', 'sapling', 'shoot']",冬の間は苗を鉢植えにする。
2386,錨,,16,0,,"['ビョウ', 'ミョウ']",['いかり'],"['anchor', 'grapnel']",船は錨を下ろした。
2387,鋲,,15,0,,[],['びょう'],"['rivet', 'tack', 'thumbtack', '(kokuji)']",
2388,蒜,,13,0,,['サン'],"['にんにく', 'ひる', 'のびる']",['garlic'],
2389,蛭,,12,2434,,"['シツ', 'チツ']",['ひる'],['leech'],
2390,鰭,,21,0,,"['キ', 'ギ']",['ひれ'],['fin'],
2391,品,3.0,9,225,3.0,"['ヒン', 'ホン']",['しな'],"['goods', 'refinement', 'dignity', 'article', 'counter for meal courses']",その品は品切れになりました。
2392,彬,9.0,11,2174,1.0,"['ヒン', 'フン']","['うるわ.しい', 'あき.らか']","['refined', 'gentle']",
2393,斌,,12,0,,"['ヒン', 'フン']","['うるわ.しい', 'あき.らか']","['beautiful', 'harmony of appearance']",
2394,浜,8.0,10,645,1.0,['ヒン'],['はま'],"['seacoast', 'beach', 'seashore']",私たちは浜へ泳ぎに行った。
2395,瀕,9.0,20,2367,,['ヒン'],['ほとり'],"['shore', 'brink', 'verge']",１９３９年には、１９１４年と同様、世界は戦争の危機に瀕していた。
2396,貧,5.0,11,1211,2.0,"['ヒン', 'ビン']",['まず.しい'],"['poverty', 'poor']",住宅事情はと言うと、日本はとても貧しい状態だ。
2397,賓,8.0,15,1677,1.0,['ヒン'],[],"['V.I.P.', 'guest']",今夜の主賓に乾杯しよう。
2398,頻,8.0,17,1590,1.0,['ヒン'],['しき.りに'],"['repeatedly', 'recur']",昨今は災害が頻ぴんとあった。
2399,敏,8.0,10,1042,1.0,['ビン'],['さとい'],"['cleverness', 'agile', 'alert']",彼は自分の利益には敏感だ。
2400,瓶,8.0,11,1528,1.0,['ビン'],"['かめ', 'へい']","['bottle', 'vial', 'jar', 'jug', 'vat', 'urn']",この瓶にはほとんど水がない。
2401,不,4.0,4,101,3.0,"['フ', 'ブ']",[],"['negative', 'non-', 'bad', 'ugly', 'clumsy']",その水は飲むのに不適当だ。
2402,付,4.0,5,322,2.0,['フ'],"['つ.ける', '-つ.ける', '-づ.ける', 'つ.け', 'つ.け-', '-つ.け', '-づ.け', '-づけ', 'つ.く', '-づ.く', 'つ.き', '-つ.き', '-つき', '-づ.き', '-づき']","['adhere', 'attach', 'refer to', 'append']",１月１０日付の電子メールを受け取りましたか。
2403,埠,,11,0,,"['フ', 'ホ']","['つか', 'はとば']",['wharf'],彼は埠頭に座っていた。
2404,夫,4.0,4,335,2.0,"['フ', 'フウ', 'ブ']","['おっと', 'それ']","['husband', 'man']",彼女は夫の病気をとても心配した。
2405,婦,5.0,11,671,2.0,['フ'],['よめ'],"['lady', 'woman', 'wife', 'bride']",その夫婦がこれ以上一緒に暮らすのは難しい。
2406,富,4.0,12,644,2.0,"['フ', 'フウ']","['と.む', 'とみ']","['wealth', 'enrich', 'abundant']",彼女は富を求めている。
2407,冨,10.0,11,1906,,"['フ', 'フウ']","['と.む', 'とみ']","['enrich', 'wealthy', 'abundant']",
2408,布,5.0,5,877,2.0,"['フ', 'ホ']","['ぬの', 'し.く', 'きれ']","['linen', 'cloth', 'spread', 'distribute']",この布はもめんでできている。
2409,府,4.0,8,170,2.0,['フ'],[],"['borough', 'urban prefecture', 'govt office', 'representative body', 'storehouse']",このテーマに関するほとんどの研究では、立法府の介入が悪影響をもたらしたということが示されている。
2410,怖,8.0,8,1325,2.0,"['フ', 'ホ']","['こわ.い', 'こわ.がる', 'お.じる', 'おそ.れる']","['dreadful', 'be frightened', 'fearful']",失敗を怖がることはありません。
2411,扶,8.0,7,1879,1.0,['フ'],['たす.ける'],"['aid', 'help', 'assist']",彼は母と妹を扶養しなければならない。
2412,敷,8.0,15,1212,1.0,['フ'],"['し.く', '-し.き']","['spread', 'pave', 'sit', 'promulgate']",敷物は音を吸収する。
2413,斧,9.0,8,0,,['フ'],['おの'],"['ax', 'hatchet']",木こりは木を斧で切り倒す。
2414,普,8.0,12,757,2.0,['フ'],"['あまね.く', 'あまねし']","['universal', 'wide(ly)', 'generally', 'Prussia']",人は普通名声を求める。
2415,浮,8.0,10,776,2.0,['フ'],"['う.く', 'う.かれる', 'う.かぶ', 'う.かべる']","['floating', 'float', 'rise to surface']",私たちは、油が水に浮くことを習った。
2416,父,2.0,4,646,4.0,['フ'],['ちち'],['father'],父はこの電車でボストンに行きます。
2417,符,8.0,11,1798,2.0,['フ'],[],"['token', 'sign', 'mark', 'tally', 'charm']",文を書くときには、ふつう大文字で始め、ピリオド（.）、または感嘆符（!）、疑問符（?）、で終わる。
2418,腐,8.0,14,1225,1.0,['フ'],"['くさ.る', '-くさ.る', 'くさ.れる', 'くさ.れ', 'くさ.らす', 'くさ.す']","['rot', 'decay', 'sour']",箱の中にあるりんごの一部が腐っていました。
2419,膚,8.0,15,1679,2.0,['フ'],['はだ'],"['skin', 'body', 'grain', 'texture', 'disposition']",慢性の皮膚炎があります。
2420,芙,9.0,7,2238,1.0,['フ'],[],"['lotus', 'Mt Fuji']",
2421,譜,8.0,19,1919,1.0,['フ'],[],"['musical score', 'music', 'note', 'staff', 'table', 'genealogy']",将棋の棋譜には著作権があるのか、といったことはいろいろなところで議論されています。
2422,負,3.0,9,443,2.0,['フ'],"['ま.ける', 'ま.かす', 'お.う']","['defeat', 'negative', '-', 'minus', 'bear', 'owe', 'assume a responsibility']",あ、あれ？なんか・・・すっごい負のオーラを感じますよ？
2423,賦,8.0,15,0,1.0,"['フ', 'ブ']",[],"['levy', 'ode', 'prose', 'poem', 'tribute', 'installment']",彼には天賦の才がある。
2424,赴,8.0,9,1649,1.0,['フ'],['おもむ.く'],"['proceed', 'get', 'become', 'tend']",戦場に赴くカメラマンが不発弾の危険性を知らないのは不思議だ、新聞社は教育を怠ってる。
2425,阜,4.0,8,1532,,"['フ', 'フウ']",[],"['hill', 'mound', 'left village radical (no. 170)']",私たちは、岐阜に行った。
2426,附,8.0,8,2396,1.0,['フ'],"['つ.ける', 'つ.く']","['affixed', 'attach', 'refer to', 'append']",あなたの寄附は小児病院を建設する補助として、大いに役立つでしょう。
2427,侮,8.0,8,2004,1.0,['ブ'],"['あなど.る', 'あなず.る']","['scorn', 'despise', 'make light of', 'contempt']",パーティーの席上、彼の政敵の一人が大勢の招待客の前で、彼を侮辱する言葉を彼に投げつけた。
2428,撫,9.0,15,2402,,"['ブ', 'フ']",['な.でる'],"['stroke', 'pat', 'smooth down']",私をとらえ優しく愛撫してください！
2429,武,5.0,8,387,2.0,"['ブ', 'ム']","['たけ', 'たけ.し']","['warrior', 'military', 'chivalry', 'arms']",文は武に勝る。
2430,舞,8.0,15,655,2.0,['ブ'],"['ま.う', '-ま.う', 'まい']","['dance', 'flit', 'circle', 'wheel']",舞が家出を敢行する直前のことだろう。
2431,葡,9.0,12,0,,"['ブ', 'ホ']",[],"['wild grape', 'Portugal']",ワインは葡萄から作られる。
2432,蕪,9.0,15,0,,"['ブ', 'ム']","['かぶ', 'かぶら', 'あれる']",['turnip'],
2433,部,3.0,11,36,2.0,['ブ'],['-べ'],"['section', 'bureau', 'dept', 'class', 'copy', 'part', 'portion', 'counter for copies of a newspaper or magazine']",その小説はほぼ２万部を売った。
